"Contact Name","Opportunity Name","Opportunity Description","Opportunity Id","Created","Updated","Owner","Milestone","Probability","Estimated Value","Currency","EUR Value","Duration Basis","Duration","Value per Duration","Actual Close Date","Expected Close Date","Contact Id","Email","Phone","Address","Tags","Quotation","Product type","Region","Type of Client","Source of lead","Out of Scope","Lost Reason"
"Cattaneo Impianti S.r.l.","mr slim binnen atex","","10799214","2021-03-12","2021-03-12","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","212070064","info@cattaneoimpianti.com"," +39 02 36648300","Via della Traversa, 13, 22074 Lomazzo (CO), Italy","","2021CATTAN02","","","","","",""
"Camega Tolerie","Mr. Slim 3,5kw indoor atex 2","","9872660","2020-07-17","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102252",""," +33 (0) 2 41 18 29 79","Z.I La Blaisonnière - BP 20011, , 49 140 Seiches / Loir, France","","2020CAME02","","","","","",""
"Prolux International FZ LLC","MR21029 AC","","10584620","2021-01-18","2021-01-18","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204623117","operations@proluxintl.com"," +971 7 2048 433","PO Box 326498, RAKEZ, United Arab Emirates","","","","","","","",""
"PROFEN General Trading L.L.C.","mufadda","","9912952","2020-07-29","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","202583122","","","Profen General Trading LLC,, P.O. Box 181926,, Dubai, UAE, United Arab Emirates","","2020PROF03","","","","","",""
"LeoDaVinci","multi split hoge temperaturen","","10799582","2021-03-12","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","212114872","info@leodavinci.eu","","Corso Vittorio Emanuele II, 253, 29121 Piacenza (Italy), Italy","","2021LEODAV01","","","","","",""
"GC Maintenance and Engineering Company Limited","multi split ruimte 11 x 11","","10732975","2021-02-24","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","211522873",""," +66(0) 3897 7800","22/2 Pakorn Songkhraorat Road,, Tambon Map Ta Phut,, Amphur Muang Rayong,, Rayong 21150, Thailand, Thailand","","2021GCME01","","","","","",""
"Akathec Electrical","multisplit A six bedroom duplex, four rooms at the upstairs and two rooms downstairs (ATEX?)","binnen via DI, dus geen email adres. de vraag is of ze wel ATEX nodig hebben. Lijkt een opleidingsinstituut te zijn.","9602582","2020-05-27","2020-08-17","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-17","","200584343",""," +234 816 584 9986","Abujaga, Nigeria","","","","","","","",""
"IT Global Technology Services EMEA","Nalevering Toetsenbord","Zou je voor on seen quote kunnen opmaken voor 1 keyboard? (zie attachment) Ergün Kemaldar","9565283","2020-05-15","2021-05-11","Gido van Tienhoven","Won","100%","1650.00","EUR","1650.00","fixed","","1650.00","2021-05-11","","200124152","","","","","BEX2019JP08","Other","Western Europe","End-user","","",""
"BakerHicks","NEW LAB PROJECT IN THE UK - ATEX RATED AC UNITS","","10783601","2021-03-09","2021-04-21","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","203925454","contact@bakerhicks.com"," +44 1926 567800","UK HQ, One Warwick Technology Park, Gallows Hill, Warwick, CV34 6YL, United Kingdom","","","","","","","",""
"CMIT - Europe Srl","Offshore Daikin VRV veel units -22 tot +43 graden","","10153756","2020-09-21","2021-05-11","Gido van Tienhoven","New","10%","","","","fixed","","","","","205051964",""," +39 0544 215191","Ravenna, Italy, Via A. Guerrini, 5, Italy","","","","","","","",""
"Coolmark B.V.","ombouw buitenunits geleverd door Coolmark","","10099294","2020-09-04","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","204433768","info@coolmark.nl","0180 751 300","Postbus 393, 2990 AJ, Barendrecht, Netherlands","","2020COOLM01","","","","","",""
"Emondt Multiclima","ombouw mitsubishi 1kw","","10392171","2020-11-13","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200246536",""," +31 (0)53 220 4444","Marssteden 64 / 7547 TD Enschede, Netherlands","","2020EMONDT02","","","","","",""
"Link Climate Services Ltd","ombouw only FAA100","","10304000","2020-11-03","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","207211696","info@linkclimate.co.uk"," +44116 255 7256","4, The Beaver Centre, Putney Rd W, Leicester LE2 7TD, United Kingdom","","2020LINKCO1 en 02","","","","","",""
"Jole","ombouw only of samsung","","10926218","2021-04-15","2021-04-15","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213369204","","","","","","","","","","",""
"Bhatia Brothers FZE","ombouwen motor reinigingsmachine","","10400269","2020-11-16","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-11-17","","207890730","","","P.O.Box 1275, Jebel Ali South Free Zone-Dubai-UAE, United Arab Emirates","","","","","","","",""
"Al Bijjar Trading FZC","Onduidelijk of het om spares gaat of units.","","11263396","2021-07-14","2021-07-19","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-07-19","","217209203","","","Q4-199 P.O.Box 120160, Sharjah Airport, International Free Zone, Sharjah, United Arab Emirates","","","Airconditioner","Middle-East","Trade Agent","Ex-M website","true",""
"Evolve Oilfield Sdn Bhd","OPEX R&M AC","","10099313","2020-09-04","2020-09-04","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204433937",""," +60 3-8605 4668","B1-3A-13, Empire Soho, Empire Subang Jalan SS16/1, 47500 Subang Jaya, Selangor, Malaysia","","","","","","","",""
"Eko2Siluma","outdoor unit mitsubishi","","10506795","2020-12-17","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","208913877",""," +370 678 85584","Partizanų g. 27, Kaunas LT-49456, Lithuania","","2020EKO2S01","","","","","",""
"Adcock Refrigeration and Air Conditioning Ltd","Panasonic indoorunit atex zone 2. low temperatures.","","9922611","2020-07-31","2020-07-31","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","202874589","","","Yarefield Park, Old Hall Road, Norwich , NR4 6FF, United Kingdom","","","","","","","",""
"Iris Automation","Panel AC OEM Spectracool","","10834802","2021-03-22","2021-03-23","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212450615","","","Waarschijnlijk India. gevraagd naam bedrijf en adresgegevens te geven., India","","","","","","","",""
"Automatic Controls and instrumentation","panel ac of split unit","","10964406","2021-04-26","2021-04-26","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213687834",""," +65 6484 4039","61 Yishun Industrial Park A #02-01/2/3, Singapore 768767, Singapore","","","","","","","",""
"Al-Wataneya","Pepsico -October Hub Cold Store Egypte Marstair","","9572147","2020-05-18","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102806","info@watania-construction.com","00203 5411577","Head Office, Address : 21 Mina St., Kafr Abdou, Roushdy,, , Alexandria, Egypt","","","","","","","",""
"JG Summit Petrochemical Group","PLC room (computers voor besturen machines)","","9640747","2020-06-07","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102267",""," +632 8230 5000","9F-11F, Robinsons Cyberscape Gamma Bldg., Topaz and Ruby Roads, Ortigas Center, Brgy. San Antonio, Pasig City, Philippines 1605, Philippines","","2019JGSUM01","","","","","",""
"MESH Global Limited","point to point access point","","10090152","2020-09-02","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204323285",""," +44 1674 908700","Brent Avenue, Montrose DD10 9PB &, Beaufighter Rd, Weston-super-Mare BS24 8EE, United Kingdom","","","","","","","",""
"Palco Marine Services Pte Ltd","Portable A/C- Explosion proof – 220V,50Hz- 1 ton-1 nos","Albert 

Palco Marine Services Pte Ltd
No.2 Alexandra Rd, #06-02B 
Delta House , Singapore 159919
+65 64921272/+6566528044
 HP-65-8181 8304/Fax-65-62726900
Email-albert@palcomarine.com 
www.palcomarine.com

An ISO 9001:2008 Compliant & Certified Organization

Marching Towards Global Marine Excellence","9693434","2020-06-17","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","5000.00","EUR","5000.00","fixed","","5000.00","","","201387523",""," +6562727155","","","","","","","","",""
"PetroHab","portable AC","","11328250","2021-07-29","2021-07-29","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-07-29","","217743522","","","2808 Virginia Street, Houston, TX 77098, United States","","","Airconditioner","Other","Installer","Ex-M website","true",""
"Hempel","Portable air conditioner","","11186862","2021-06-23","2021-06-23","Gido van Tienhoven","New","10%","","","","fixed","","","","","216450710","","","Denmark","","","","","","","",""
"Ocean Oilfield Services Fze","PR# 30001405 for - IRR EL-2020-24 BEACON LIGHT - PO# P43857- Ocean Oilfield - Rig","","9594757","2020-05-25","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-05-25","","200475315",""," +9716 5264588","PO Box. 50034, HD 33 & 34, Hamriya Free Zone,, Phase-1, Inner Harbour, Sharjah, United Arab Emirates","","","","","","","",""
"Wilitec Pte Ltd","Pressurization system AC zone 2, 10ft lab cabin.","","10077361","2020-08-28","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204184442","info@wilitec.com","","WILITEC PTE LTD, 51 Goldhill Plaza #26-02/06, Singapore 308900, SINGAPORE, Singapore","","","","","","","",""
"Bartec Technor","Pressurized panel window ac","","9873557","2020-07-17","2021-05-11","Sander van Tienhoven","New","10%","","","","fixed","","","","","202519890","","","Vestre Svanholmen 24, 4313 Sandnes,, Norway","","","","","","","",""
"Emondt Multiclima","Prijsaanvraag 3.5 kw zone 2, wandmodel.","","9573692","2020-05-18","2021-05-11","Liesbeth van Tienhoven","Won","100%","3900.00","EUR","3900.00","fixed","","3900.00","2020-06-22","","200246536",""," +31 (0)53 220 4444","Marssteden 64 / 7547 TD Enschede, Netherlands","","wilde even prijs in de mail, is calculator","","","","","",""
"Epsilon Group","process heater 70-80 graden","","10094090","2020-09-03","2021-01-14","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204366458",""," +604 - 501 3158","Plot 179, Mk13, , Jalan Perindustrian Bukit Minyak,  , Kawasan Perindustrian Bukit Minyak, , 14000, Seberang Perai Tengah,  , Penang,  Malaysia, Malaysia","","","","","","","",""
"Pt. Tiga Menara Abad","process heater voor butaan gas","","11087222","2021-05-27","2021-06-17","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-06-17","","215058586",""," +6221 47869672","Bojong Indah RA.3 No.10 Bojong Nangka Kelapa Dua, Tangerang Banten, Indonesia","","","","","","","",""
"Altera Infrastructure","Project Atlanta AC voor FPSO in Brazilie kraancabine en machinekamer.","","10134144","2020-09-15","2020-09-25","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204843693",""," +47 51 44 27 00","https://alterainfra.com/offices/stavanger, Norway","","","","","","","",""
"Team Clim Alsace","Projet : Remplacement climatiseurs sur site industriel zone ATEX.","","9595430","2020-05-25","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-17","","200481585",""," +33 6 70 74 79 28","France","","","","","","","",""
"Oriental Trading Company Limited","QP#6001526891","","10082788","2020-08-31","2020-08-31","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-31","","204246877",""," +974 44466303","P.O.  Box : 96,  Alwab City, Salwa Road, Doha, Qatar","","","","","","","",""
"Grupa LOTOS","rac, samsung en mrc kleine units","","10193118","2020-10-01","2020-10-08","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205721332","","","ul. Elbląska 135, 80-718 Gdańsk, Poland","","2020LOTOS01 en 02","","","","","",""
"Lomar Shipping Limited","Re: GDYNIA TRADER- AC SPLIT UNIT 60HZ","","9612050","2020-05-29","2020-08-18","Gido van Tienhoven","New","10%","","","","fixed","","","","","200743206","info@lomarshipping.com"," +44 (0) 20 7245 8750","Lomar Shipping Limited, 12 Hobart Place, London, SW1W 0HH, United Kingdom, United Kingdom","","","","","","","",""
"EKINOKS AIR CONDITIONING SYSTEMS","Redundant 250 kW VRF systeem voor Iraq","Willen VRF outdoor unit aansluiten op AHU

electrical panel room (16 mt width x 30 mt lenght x 4 mt height)","9658554","2020-06-11","2020-06-11","Gido van Tienhoven","New","10%","","","","fixed","","","","","201204556","info@ekinoksklima.com"," + 90 (232) 368 86 22","Cemil Meriç Bulvarı No. 10 Aydınlıkevler, Mah. Çiğli / İzmir, Turkey","","","","","","","",""
"United Engineers","redundant 5kw Samsung","","11238270","2021-07-07","2021-07-07","Liesbeth van Tienhoven","Proposal","50%","15000.00","EUR","15000.00","fixed","","15000.00","","","216973013","","","Egypt","","2021UnitedE01","Airconditioner","Africa","Installer","Ex-M website","",""
"ThyssenKrupp Aufzugswerke GmbH","redundant ac +52 graden lift room.","","10770432","2021-03-05","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","210573599",""," +49 7158 120","Bernhäuser Str. 45, 73765 Neuhausen auf den Fildern, Germany","","2021AUFZUG03","","","","","",""
"Stanbet Products & Services Pte Ltd","Redundant AC voor 20ft container","","9568841","2020-05-16","2021-05-11","Liesbeth van Tienhoven","Lost","0%","9395.00","EUR","9395.00","fixed","","9395.00","2020-07-20","","200102640",""," +65 6841 6803","Reckless Ericka Studio, 627A Aljunied Rd, Singapore 389842, Singapore","","2020STANBET02, 2020STANBET01","","","","","","Abandoned"
"Armad Engineering Ltd","Ref. JE148526 Ex-MD-450","","9627638","2020-06-03","2020-08-17","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-17","","200952777",""," +44 161 4657886","Suite H2, The Courtyard, Earl Road Cheadle Hulme SK98 6GN, Cheshire East, United Kingdom","","","","","","","",""
"Empire Scientifique Co. Ltd","Refrigeration for cold room, project on hold door Corona","","9577000","2020-05-19","2021-05-11","Liesbeth van Tienhoven","Lost","0%","5000.00","EUR","5000.00","fixed","","5000.00","2020-07-27","","200102501","","","864/93 Charoenkrung Road, Bang Khlo,, Bang Kholaem, Bangkok, 10120, Thailand","","","","","","","","Abandoned"
"Climatec","Refrigeration for container","","9608329","2020-05-28","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-17","","200707424",""," +33 6 78 64 01 93","Pomérols, France","","","","","","","",""
"Mohammed Al-Ojaimi Group","REPLACE CRITICAL COMMUNICATION SHELTERS AT 5 REPEATER SITES SHAYBAH-ABQAIQ PIPELINE","","10849709","2021-03-25","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","212628857","","","P.O. Box 1259 Dammam 31431, , Dammam,  Saudi Arabia, Saudi Arabia","","2021ALOJA01","","","","","",""
"Dar Al-Handasah","Request for consultation UPS (Battery) room","","9736889","2020-06-30","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201855045",""," +962 6 5903060","Abdoun, Princess Basma St Bldg No. 200, , P.O. Box: 815550, Amman 11181 Hashemite Kingdom of Jordan, Jordan","","2020DAR01","","","","","",""
"Megha Engineering & Infrastructures LtD","Request for Material","","10901464","2021-04-09","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213120234","","","S-2, technocrat Industrial Estate, Balanagar, Hyderabad-500037. India, India","","","","","","","",""
"Quicksource Inc.","RFQ # 6000148521 Ex-MDA-450","","9631496","2020-06-04","2020-08-17","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-17","","200983411",""," +1 281 440-4230","4321 West Sam Houston Pkwy N #125, Houston, TX 77043, United States, United States","","","","","","","",""
"Thelma Industries Pte Ltd","RFQ - Zone 1 Ex-proof Aircon","","9566441","2020-05-15","2021-05-11","Liesbeth van Tienhoven","Won","100%","","","","fixed","","","2020-06-09","","200102059","thelma@singnet.com.sg","(65) 6762 1166","18 Boon Lay Way, 06-136 Tradehub 21,Singapore 609966, Singapore","","","","","","","",""
"Petrosolutions FZE","RFQ 217505  1 x 24000 BTU AC","","9589910","2020-05-22","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","6840.00","EUR","6840.00","fixed","","6840.00","","","200373767",""," +971 6 557 9690","Warehouse # Q3-201, Al Dhaid Road (Airport Road),Saif Zone - Sharjah - United Arab Emirates, United Arab Emirates","","2020PETROS01","","","","","",""
"'Matco' Maadi Trading Co.","RFQ 433 - Marine air conditioning system","","9772503","2020-07-09","2020-07-09","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","202240729","","","geen adres en ook de website doet het nog niet. gezien landen nummer gok ik Egypte., Egypt","","","","","","","",""
"Engie Solutions Industrial HVAC & Cooling North","RFQ AI31838 ATEX condensor","","10104244","2020-09-07","2020-09-07","Gido van Tienhoven","New","10%","","","","fixed","","","","","204484789","","","Nijverheidslaan 61, 8560 Wevelgem, BELGIUM, Belgium","","","","","","","",""
"Emerson Automation Solutions Asia Pacific","Rfq Aircon and heater","","9568406","2020-05-16","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-05-16","","200102261",""," +65-67708025","9 Gul Road, Singapore 629361, Singapore","","geen","","","","","","Abandoned"
"Cascade Engineering","RFQ annex A zone 1","","11247662","2021-07-09","2021-07-09","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217047254","","","B-63, Block-2, Gulshan-e-Iqbal, Motil Mahal, Karachi, Pakistan","","","Airconditioner","Middle-East","Engineer","Ex-M website","",""
"Nel Hydrogen","RFQ ATEX zone 2 mini-split for H2 generator","","9605906","2020-05-27","2021-05-11","Gido van Tienhoven","Won","100%","36000.00","EUR","36000.00","fixed","","36000.00","2020-09-23","","200106424",""," +1 203-678-2141","10 Technology Drive,  Wallingford, CT 06492 USA, United States","","","","","","","",""
"IPS Group B.V.","RFQ IPS RFQ ref. 3677","","9648539","2020-06-09","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102706","","","IPS GROUP PROJECTS BV, , HQ / Warehouse address:, , Kalundborg 10, 5026SE, Tilburg, The Netherlands, , Project Team Office Address:, , Rhijnspoor 239,, , 2901LB, Capelle aan den IJssel, , The Netherlands, Netherlands","","","","","","","",""
"Zain Enterprise FZE","RFQ JA205291 AC unit UL rated en EICEx","","10605101","2021-01-22","2021-01-22","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-01-22","","205095881","info@zainenterprisefze.net"," +971 6 5325241","Business Centre,, , Al shmookh Building,, , PO Box No. 3-28612,, , Sharjah, United Arab Emirates","","","","","","","",""
"Miri M & E Sdn Bhd","RFQ MME-19/02-003 - Explosion-proof Split Unit Type Air-Conditioner, Attexo Manufacturing B.V, R410A","","9577376","2020-05-19","2021-05-11","Liesbeth van Tienhoven","Lost","0%","5000.00","EUR","5000.00","fixed","","5000.00","2020-07-27","","200102472","","","Lot 1426, Jalan Usaha 1, Jalan Piasau Utara, Piasau Jaya Industrial Areas,, 98000 Miri, Sarawak, MALAYSIA., Malaysia","","","","","","","","Abandoned"
"Miri M & E Sdn Bhd","RFQ MME-20/01-028 EX-PROOF AC UNITS FOR PCSB-SKO","","9577349","2020-05-19","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","61180.00","EUR","61180.00","fixed","","61180.00","","","200102472","","","Lot 1426, Jalan Usaha 1, Jalan Piasau Utara, Piasau Jaya Industrial Areas,, 98000 Miri, Sarawak, MALAYSIA., Malaysia","","2020MIRIM01","","","","","",""
"Ibrahim & Sons Trading Group W.L.L.","Rfq: 148525 Ibrahim & Sons Dehumidifier ATEX zone 2","","9627734","2020-06-03","2021-05-11","Liesbeth van Tienhoven","Won","100%","16000.00","EUR","16000.00","fixed","","16000.00","2020-06-22","","200953383",""," +97444812229","Doha, Qatar","","2020IBRAH01 en 2020IBRAH02","","","","","",""
"International Asia Aftersales","roof mounted (voor truck oid) 110V 13,500btu","","10504497","2020-12-16","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-12-16","","201192616","","","221 HOUGANG STREET 21, #02-86, SINGAPORE (530221), Singapore","","","","","","","",""
"PALB Engineering (M) SDN> BHD.","roof top ac voor vrachtwagen oid 110 Volt","","10431304","2020-11-24","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-11-24","","208209972","","","Lot 1253, Jalan Maigold, Desa Senadin Industrial Estate, 98000 Miri, Sarawak, Malaysia., Malaysia","","","","","","","",""
"SOLAS MARINE SERVICES GROUP","roof top airco voor kleine kraancabine","","9917141","2020-07-30","2020-12-16","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-12-16","","203041754","sales@solasmarine.com"," +971 4 279 1300","SOBHA IVORY II,, BUSINESS BAY,, P.O. BOX 25445,, DUBAI, UAE, United Arab Emirates","","","","","","","",""
"Scientific Solutions Services","rooftop 13kW replacement carrier","","10709287","2021-02-18","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211161571","","","Website doet het niet. , Muscat, Oman","","","","","","","",""
"LEA Muhendislik Egitim Danismanlik San. ve Tic. A.S.","Rooftop en kleine unit ATEX zone 1","","9829272","2020-07-16","2020-08-19","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-19","","202439065","","(544) 240 57 48","Kinikli Mah. Ulus Cad. No: 147/3 Pamukkale – DENIZLI, Turkey","","","","","","","","Abandoned"
"Zain Enterprise FZE","rooftop voor in car/vehicle","","10158455","2020-09-22","2020-09-22","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-09-22","","205095881","info@zainenterprisefze.net"," +971 6 5325241","Business Centre,, , Al shmookh Building,, , PO Box No. 3-28612,, , Sharjah, United Arab Emirates","","","","","","","",""
"Acoustics India Pvt. Ltd.","Rooftops 20 - 25 RT","","9577208","2020-05-19","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102792","marketing@acousticsind.com"," +91 9790804425","377, Rajaram Salai, K.K.Nagar,, Tiruchirappalli - 620 021., Tamil Nadu, India., India","","","","","","","",""
"Synheat Mfg Pte Ltd","ruffneck heater of vergelijkbaar","","10792992","2021-03-11","2021-03-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-03-11","","212059855","synheat@singnet.com.sg","65 64512622","Blk 4025 #01-291 Ang Mo Kio Ind Park 1 Singapore 569636, Singapore","","","","","","","",""
"BMC Eirco Refrigeration Limited","S-MEXT airconditioner ombouw","","11087309","2021-05-27","2021-06-11","Gido van Tienhoven","Won","100%","18000.00","EUR","18000.00","fixed","","18000.00","2021-06-11","","215058875",""," +353 21 435 5596","11 East Gate Drive, Little Island, Cork, Ireland, T45 PV34, Ireland","","2021BMCEIR01","Airconditioner","Western Europe","Installer","Ex-M website","",""
"Eco Mechanical Services Limited (Ecomec)","s-Mext in ATEX it cooling","","9893119","2020-07-23","2020-10-02","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","202308007","sales@ecomec.co.uk"," +44 1635 523700","195 Greenham Business Park, Newbury, Berkshire, RG19 6HW, United Kingdom","","2020ECOMEC02","","","","","",""
"Abdullah Faleh Al-Dossary Sons Contracting Co. Ltd.","SABIC project","SABIC project, Construction of New CCR building at offshore facilities at YANBU, SAUDI ARABIA
teveel gedoe en ook Saudi Arabie dus afgemaild.","9566247","2020-05-15","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2019-09-16","","200102159","info@dossarysons.com"," +966 504390873
 +966 505363546","Mailing Address, Yanbu (Corporate Office), P.O. Box 494, Yanbu, KSA., Saudi Arabia","","","","","","","","Poor Qualification"
"Abdullah Faleh Al-Dossary Sons Contracting Co. Ltd.","SABIC project 2 units redundant 7.5RT","","9585113","2020-05-21","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-05-21","","200102159","info@dossarysons.com"," +966 504390873
 +966 505363546","Mailing Address, Yanbu (Corporate Office), P.O. Box 494, Yanbu, KSA., Saudi Arabia","","","","","","","",""
"Techtools Morden Ltd","Samsung 1 x 9.5 wall mount","","11181587","2021-06-22","2021-06-24","Gido van Tienhoven","Proposal","50%","9000.00","EUR","9000.00","fixed","","9000.00","","","208052727","","","Unit 3 Kimpton Link Business Centre, 40 Kimpton Road.| Sutton Surrey SM3 9QP, United Kingdom","","2021TECHTOOLS04 05","Airconditioner","Western Europe","Trade Agent","Ex-M website","",""
"Taiwan Hoist And Crane Co., Ltd.","Samsung 3.5 kW","","9573711","2020-05-18","2021-05-11","Liesbeth van Tienhoven","Lost","0%","9880.00","EUR","9880.00","fixed","","9880.00","2020-06-04","","200102576","","Tel: +886 3 4984188 37","No.,88, Ln.157, Shandong Rd., Zhongli Dist, Taoyuan City, 32053, Taiwan (R.O.C), Taiwan","","2020THOIST01","","","","","","Competition"
"DAP Ltd Company","samsung 7 en later 5kw indoor","","10625683","2021-01-28","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","210359641","sales@dapvn.com","","E4-6/31, Chi Linh center, Vungtau City, Vietnam, Vietnam","","2021DAPVN01 en 02","","","","","",""
"Desert Hub Trading Company","Samsung 7.1 en 9.5kW","","10040725","2020-08-18","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","24000.00","EUR","24000.00","fixed","","24000.00","","","200223607","","00 966 138020005","P.O. Box 1122, Damman 31431, Saudi Arabia","","2020DesertH02","","","","","",""
"Universal Voltas LLC","samsung 7.1kw","","10749936","2021-03-01","2021-06-21","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","211688075",""," +971 2 633 8920 EXT: 671","2nd Floor, Universal Group Building, Khalifa Bin Zayed The 1st Street, P.O.Box 25513, Abu Dhabi, UAE, United Arab Emirates","","2021UNIVOLTAS01","","","","","",""
"JL Group Engineering Pte Ltd","Samsung AC 7.1 en 9.5kw","","10001871","2020-08-06","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","203317347","","","1 Kian Teck Drive, Singapore 628818, Singapore","","2020JLGROUP01","","","","","",""
"NGC Industrie","Samsung AC indoor and outdoor","","10085536","2020-09-01","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204290997","ngc.industrie@gmail.com"," +212 661 314128","Tanger, Morocco","","","","","","","",""
"Lipsos Yangin","Samsung wall mounted for 3 locations","","10085894","2020-09-01","2021-07-05","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","204292843","","","","","2020LIPSON01 en 02","","","","","",""
"Power Force Technologies Pte. Ltd.","scissors lift 4 x atex zone 2","","10405390","2020-11-17","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","207972663","","","53 Tuas View Place, Linkpoint Place, , Singapore 637889, Singapore","","PCS2020POWERF01","","","","","",""
"Gestioni Armatoriali Srl","Ship project for Class Remote Survey","","9829202","2020-07-16","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","202431991","info@gestioniarmatoriali.it"," +39 0544 598717","Via Magazzini Posteriori, 55f, 48122 RAVENNA (RA), Italy","","","","","","","",""
"Sulzer Electromechanical Services (UK) Ltd","Slop Oil Tank Heater replacement","","10770762","2021-03-05","2021-03-05","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211884495","","01224 427254","Aberdeen Service Centre, Pitmedden Road Industrial Estate, AB21 0BF, Aberdeen, UK, United Kingdom","","","","","","","",""
"Schwenck Maritime Procurement GmbH & Co. KG","SMP request for quotation 36342","","11247562","2021-07-09","2021-07-09","Liesbeth van Tienhoven","Proposal","50%","13000.00","EUR","13000.00","fixed","","13000.00","","","217046728","","","Schützenstrasse 29C, Seevetal, DE-21218, Germany","","2021SMP01","Airconditioner","Western Europe","Installer","Ex-M website","",""
